"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL77675";"";"None";"211.27";"0";"3.15";"1,3-DIPHENYLGUANIDINE";"N=C(Nc1ccccc1)Nc1ccccc1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL42710";"EUGENOL";"0.5";"164.20";"0";"2.13";"EUGENOL";"C=CCc1ccc(O)c(OC)c1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL3960150";"";"None";"401.30";"1";"5.50";"BDBM236647";"CC(C)(C)C1=NN(c2ccc(C(=O)O)cc2)C(c2cccc(Br)c2)C1";"IC50";"'>'";"100000.0";"nM";"";"";"412278";"UO_0000065";"";"";"";"";"0";"CHEMBL3888707";"Colorimetric Assay: The activities of COX-1 and COX-2 were measured after the addition of arachidonic acid and incubation at 25° C. for 5 min by absorbance at 590 nm as specified by the manufacturer.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886798";"37";"BindingDB Database";"";"2016";"None";""
"CHEMBL3906921";"";"None";"340.40";"0";"4.88";"BDBM236649";"CC(C)(C)C1=NN(c2ccc(C(=O)O)cc2)C(c2ccccc2F)C1";"IC50";"'>'";"100000.0";"nM";"";"";"412280";"UO_0000065";"";"";"";"";"0";"CHEMBL3888707";"Colorimetric Assay: The activities of COX-1 and COX-2 were measured after the addition of arachidonic acid and incubation at 25° C. for 5 min by absorbance at 590 nm as specified by the manufacturer.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886798";"37";"BindingDB Database";"";"2016";"None";""
"CHEMBL1201203";"BENZTROPINE";"4.0";"307.44";"0";"4.42";"BENZTROPINE";"CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL1006";"AMIFOSTINE";"4.0";"214.23";"0";"-0.25";"AMIFOSTINE";"NCCCNCCSP(=O)(O)O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL325372";"METHYLPARABEN";"-1.0";"152.15";"0";"1.18";"METHYLPARABEN";"COC(=O)c1ccc(O)cc1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL348087";"";"None";"369.47";"0";"3.84";"2";"Cc1nc2sc(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccccc3)n2n1";"IC50";"'='";"19952623.15";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3054902";"Inhibition of COX2 (unknown origin) expressed in CHO cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3045890";"1";"Scientific Literature";"Med Chem Res";"2004";"CHEMBL3308072";""
"CHEMBL129308";"";"None";"329.40";"0";"3.90";"20";"Cn1ccc(-c2ccc(F)cc2)c1-c1ccc(S(C)(=O)=O)cc1";"IC50";"'='";"20000.0";"nM";"4.70";"";"";"UO_0000065";"14.27";"0.28";"0.80";"12.03";"0";"CHEMBL769654";"Tested for inhibitory activity against Prostaglandin G/H synthase 2 from human";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128445";"1";"Scientific Literature";"J Med Chem";"1995";"None";""
"CHEMBL16171";"WOGONIN";"None";"284.27";"0";"2.88";"1";"COc1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12";"IC50";"'='";"46000.0";"nM";"4.34";"";"";"UO_0000065";"15.26";"0.28";"1.46";"5.43";"1";"CHEMBL3380375";"Inhibition of human recombinant COX-2 assessed as decrease in prostaglandin production using arachidonic acid as substrate incubated with enzyme for 10 mins prior to substrate challenge by enzyme immunoassay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3351295";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";""
"CHEMBL2398537";"";"None";"328.40";"0";"1.95";"24";"Cc1ccc(-c2cn(Cc3ccc(S(N)(=O)=O)cc3)nn2)cc1";"IC50";"'='";"1200.0";"nM";"5.92";"";"";"UO_0000065";"18.03";"0.35";"3.97";"6.52";"0";"CHEMBL2400366";"Inhibition of human recombinant COX2 by fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2396544";"1";"Scientific Literature";"Bioorg Med Chem";"2013";"None";""
"CHEMBL18498";"";"None";"376.41";"0";"3.06";"4";"COC1(C)OC(=O)C(c2ccc(F)cc2)=C1c1ccc(S(C)(=O)=O)cc1";"IC50";"'='";"69.0";"nM";"7.16";"";"";"UO_0000065";"19.02";"0.38";"4.10";"10.28";"0";"CHEMBL767761";"Inhibitory of human Prostaglandin G/H synthase 2 expressed in CHO cells.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136665";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"CHEMBL3308072";""
"CHEMBL1230348";"";"None";"313.06";"0";"3.78";"5c-S, SD-8381";"O=C(O)C1=Cc2cc(Cl)cc(Cl)c2O[C@@H]1C(F)(F)F";"IC50";"'='";"9.8";"nM";"8.01";"";"";"UO_0000065";"25.58";"0.58";"4.23";"17.21";"0";"CHEMBL1291683";"Inhibition of human COX-2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1287761";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"None";""
"CHEMBL220113";"";"None";"411.84";"0";"2.35";"8a";"NS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccc(OCCO)c(F)c2)cc1";"IC50";"'='";"20000.0";"nM";"4.70";"";"";"UO_0000065";"11.41";"0.24";"2.35";"4.37";"0";"CHEMBL917136";"Activity of COX2 in human heparinized blood assessed as inhibition of LPS-induced PGE2 production after 24 hrs";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1142971";"1";"Scientific Literature";"J Med Chem";"2007";"None";""
"CHEMBL238240";"";"None";"507.93";"1";"4.84";"56";"COc1ccc2c(c1)c(CCNC(=O)c1ccc(O[N+](=O)[O-])cc1)c(C)n2C(=O)c1ccc(Cl)cc1";"IC50";"'='";"1500.0";"nM";"5.82";"";"";"UO_0000065";"11.47";"0.22";"0.98";"5.17";"0";"CHEMBL901402";"Inhibition of COX2 in human whole blood assessed as effect on LPS-induced thromboxane B2 production";"B";"BAO_0000221";"tissue-based format";"Homo sapiens";"CHEMBL3638178";"Blood";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138326";"1";"Scientific Literature";"J Med Chem";"2007";"None";""
"CHEMBL4177185";"";"None";"423.94";"0";"3.81";"10b";"CS(=O)(=O)c1ccc2c(c1)c1c(n2S(=O)(=O)c2ccc(Cl)cc2)CCCC1";"IC50";"'='";"340.0";"nM";"6.47";"";"";"UO_0000065";"15.26";"0.33";"2.66";"8.84";"0";"CHEMBL4135370";"Inhibition of human COX-2 using [14C]-arachidonic acid as substrate preincubated for 5 mins followed by substrate addition measured after 45 mins by thin layer chromatographic method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4130504";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";""
"CHEMBL898";"DIFLUNISAL";"4.0";"250.20";"0";"3.04";"DIFLUNISAL";"O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL3899621";"";"None";"391.30";"1";"6.05";"BDBM236643";"CC(C)(C)C1=NN(c2ccc(C(=O)O)cc2)C(c2ccc(Cl)cc2Cl)C1";"IC50";"'>'";"100000.0";"nM";"";"";"412274";"UO_0000065";"";"";"";"";"0";"CHEMBL3888707";"Colorimetric Assay: The activities of COX-1 and COX-2 were measured after the addition of arachidonic acid and incubation at 25° C. for 5 min by absorbance at 590 nm as specified by the manufacturer.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886798";"37";"BindingDB Database";"";"2016";"None";""
"CHEMBL2337405";"";"None";"476.53";"0";"4.15";"BDBM185725";"Cc1c(CCOCCCO[N+](=O)[O-])cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1cccc(F)c1";"IC50";"'='";"430.0";"nM";"6.37";"";"335071";"UO_0000065";"13.36";"0.26";"2.22";"6.32";"0";"CHEMBL3887378";"In Vitro Inhibition Assay: The murine monocyte/macrophage cell line J774 is grown in Dulbecco's modified Eagle's medium (DMEM), enriched with glutamine (2 mM), HEPES (25 mM), penicillin (100 ug/mL), streptomycin (100 ug/mL), 10% of fetal bovine serum (FBS) and 1.2% of sodium pyruvate. The cells are distributed in 24-well plates at a density of 2.5x105 cells/mL or in culture dishes with a diameter of 10 cm (1x107 cells/10 mL/dish) and kept for 2 hours at 37° C. in a CO2 (5%)/O2 (95%) atmosphere. Just before the experiments, the culture medium is replaced with fresh medium without FBS to avoid interference during the radio-immunological phase and the cells are stimulated as described below.Evaluation of COX-1 Activity.The cells are pretreated with the test compounds for 15 minutes and then incubated for 30 minutes with arachidonic acid (15x10-6 m). At the end of incubation the supernatants are collected for evaluating, by means of radio-immunological assays, the amount of PGE2 produced.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886295";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL1950021";"";"None";"386.84";"0";"4.04";"Page183, R32C1";"CCOc1cnc(C(=O)c2[nH]c3cc(Cl)ccc3c2CC(=O)O)cc1CC";"IC50";"'='";"598.0";"nM";"6.22";"";"";"UO_0000065";"16.09";"0.31";"2.18";"6.74";"0";"CHEMBL1955378";"Inhibition of COX-2-mediated 6-keto-PGF1alpha production in IL-1beta-induced HUVEC preincubated for 20 mins prior A23187 stimulation measured after 15 mins by RIA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"HUVEC";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1949501";"1";"Scientific Literature";"Eur J Med Chem";"2012";"CHEMBL3307501";""
"CHEMBL1262";"OXICONAZOLE";"4.0";"429.13";"1";"6.12";"OXICONAZOLE";"Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL3906128";"";"None";"459.54";"0";"3.85";"BDBM185726";"Cc1c(CC(=O)OCCCCO)cc(-c2ccc(S(C)(=O)=O)cc2)n1-c1cccc(F)c1";"IC50";"'='";"110.0";"nM";"6.96";"";"335076";"UO_0000065";"15.14";"0.30";"3.11";"8.13";"0";"CHEMBL3887378";"In Vitro Inhibition Assay: The murine monocyte/macrophage cell line J774 is grown in Dulbecco's modified Eagle's medium (DMEM), enriched with glutamine (2 mM), HEPES (25 mM), penicillin (100 ug/mL), streptomycin (100 ug/mL), 10% of fetal bovine serum (FBS) and 1.2% of sodium pyruvate. The cells are distributed in 24-well plates at a density of 2.5x105 cells/mL or in culture dishes with a diameter of 10 cm (1x107 cells/10 mL/dish) and kept for 2 hours at 37° C. in a CO2 (5%)/O2 (95%) atmosphere. Just before the experiments, the culture medium is replaced with fresh medium without FBS to avoid interference during the radio-immunological phase and the cells are stimulated as described below.Evaluation of COX-1 Activity.The cells are pretreated with the test compounds for 15 minutes and then incubated for 30 minutes with arachidonic acid (15x10-6 m). At the end of incubation the supernatants are collected for evaluating, by means of radio-immunological assays, the amount of PGE2 produced.";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886295";"37";"BindingDB Database";"";"2015";"None";""
"CHEMBL772";"RESERPINE";"4.0";"608.69";"1";"4.17";"RESERPINE";"COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL479";"THIORIDAZINE";"4.0";"370.59";"1";"5.89";"THIORIDAZINE";"CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL3265357";"";"None";"395.42";"0";"4.66";"10f";"COc1ccc(-c2nn(-c3ccccc3)cc2-c2nnc(-c3ccncc3)o2)cc1";"IC50";"'='";"42000.0";"nM";"4.38";"";"";"UO_0000065";"11.07";"0.20";"-0.28";"5.55";"0";"CHEMBL3268342";"Inhibition of human recombinant COX2 after 2 mins by EIA";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3259642";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";""
"CHEMBL262744";"";"None";"412.49";"0";"3.78";"26 (trans-S,S)";"C[C@H]1C[C@@H]1Cn1ncc(-c2ccc(S(C)(=O)=O)cc2)c(-c2ccc(F)cc2)c1=O";"IC50";"'='";"60.0";"nM";"7.22";"";"";"UO_0000065";"17.51";"0.34";"3.44";"10.46";"0";"CHEMBL763938";"In vitro inhibitory activity against prostaglandin G/H synthase 2 stably transfected in Chinese hamster ovary (CHO) cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136575";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"CHEMBL3308072";""
"CHEMBL289262";"";"None";"340.45";"0";"2.79";"38";"CS(=O)(=O)Nc1cc2c(cc1Sc1nccs1)C(=O)CC2";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"20.56";"0.46";"4.21";"9.19";"0";"CHEMBL760080";"In vitro inhibition of prostaglandin G/H synthase 2 expressed in human osteosarcoma 143 cells";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128209";"1";"Scientific Literature";"J Med Chem";"1995";"None";""
"CHEMBL3400660";"";"None";"544.64";"1";"2.22";"4";"C/C=C(\C)C(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@@H](C(=O)C(CO)=C[C@]3(O)C(=O)C(C)=C[C@@H]23)[C@@H]2C(C)(C)[C@]12OC(=O)C(C)CC";"IC50";"'>'";"50000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3406723";"Inhibition of human recombinant COX2 using fluorometric substrate after 15 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3400051";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2015";"None";""
"CHEMBL3289941";"";"None";"308.34";"0";"3.48";"18";"CN(C)c1ccc(/C=C2\Cc3ccccc3C2=O)c([N+](=O)[O-])c1";"IC50";"'='";"14850.0";"nM";"4.83";"";"";"UO_0000065";"15.66";"0.29";"1.35";"7.61";"0";"CHEMBL3370271";"Inhibition of human recombinant COX2 using arachidonic acid substrate assessed as PGE2 production ELISA method after 2 mins";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352402";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";""
"CHEMBL295416";"PIRINIXIC ACID";"-1.0";"323.81";"0";"3.67";"1, pirinixicacid,PA";"Cc1cccc(Nc2cc(Cl)nc(SCC(=O)O)n2)c1C";"IC50";"'>'";"10.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1012766";"Inhibition of human recombinant COX2";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1151733";"1";"Scientific Literature";"J Med Chem";"2008";"None";""
"CHEMBL1480";"FELODIPINE";"4.0";"384.26";"0";"3.96";"FELODIPINE";"CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL3559671";"POLYVINYL ALCOHOL";"4.0";"None";"None";"None";"POLYVINYL ALCOHOL";"";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
"CHEMBL3322419";"";"None";"365.84";"0";"2.26";"33";"COc1ccc(C2=NCCN2c2ccc(S(N)(=O)=O)cc2)cc1Cl";"IC50";"'='";"6200.0";"nM";"5.21";"";"";"UO_0000065";"14.23";"0.30";"2.95";"6.13";"0";"CHEMBL3365665";"Inhibition of human recombinant COX2 using fluorometric substrate by fluorescent inhibitor screening assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352168";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";""
"CHEMBL3309825";"";"None";"412.39";"0";"3.51";"C5";"O=S(=O)(c1ccccc1)N1N=C(C(F)(F)F)CC1c1cccc2c1OCCO2";"IC50";"'='";"27090.0";"nM";"4.57";"";"";"UO_0000065";"11.07";"0.22";"1.06";"6.70";"0";"CHEMBL3363266";"Inhibition of COX2 (unknown origin) by solid phase ELISA method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352811";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";""
"CHEMBL424063";"";"None";"343.40";"0";"3.16";"165";"NS(=O)(=O)c1ccc(C2=C(c3ccc4c(c3)OCO4)CCC2)cc1";"IC50";"'='";"1.995";"nM";"8.70";"";"";"UO_0000065";"25.34";"0.50";"5.54";"11.07";"0";"CHEMBL763870";"Inhibition of human Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134614";"1";"Scientific Literature";"J Med Chem";"2001";"None";""
"CHEMBL39521";"";"None";"442.68";"1";"7.01";"1";"C=C[C@@H]1[C@@H](O)C[C@@H]2[C@]3(CC[C@]4(C)[C@@H]([C@H](C)CCC=C(C)C)CC[C@@]24C)C[C@]13CCC(=O)O";"IC50";"'='";"4700.0";"nM";"5.33";"";"";"UO_0000065";"12.04";"0.23";"-1.68";"9.26";"0";"CHEMBL765775";"Inhibitory concentration against Prostaglandin G/H synthase 2";"B";"BAO_0000357";"single protein format";"Stenostomum acutatum";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134097";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";""
"CHEMBL3576979";"";"None";"586.63";"1";"2.78";"7b";"Cc1ccc(S(=O)(=O)n2cc(C(=O)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)NCC(=O)O)c3ccccc32)cc1";"IC50";"'='";"6.3";"nM";"8.20";"";"";"UO_0000065";"13.98";"0.27";"5.42";"4.90";"0";"CHEMBL3579883";"Inhibition of human recombinant COX-2 assessed as PGF2 alpha formation using arachidonic acid as substrate pretreated with compound for 20 mins prior to substrate addition by spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3576775";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";""
"CHEMBL1384";"KANAMYCIN";"4.0";"484.50";"2";"-7.29";"KANAMYCIN";"NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O";"IC50";"";"";"";"";"";"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)";"";"";"";"";"";"0";"CHEMBL1909131";"DRUGMATRIX: Cyclooxygenase COX-2 enzyme inhibition (substrate: Arachidonic acid)";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"Sf21";"None";"";"";"";"CHEMBL230";"Cyclooxygenase-2";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1909046";"15";"DrugMatrix";"";"";"CHEMBL4106362";""
